id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
21220,39,5,1,4,0,355,1,0,1,25,8,313,5,-1,0,4,0
21221,40,8,2,3,0,28,0,0,2,17,11,48,1,-1,0,4,0
21222,43,5,2,4,0,544,1,0,3,27,6,154,6,-1,0,4,0
21223,44,2,2,3,0,878,1,0,1,2,6,130,1,-1,0,4,0
21224,51,1,2,2,0,1330,1,0,3,15,5,415,8,-1,0,4,0
21225,39,2,2,3,0,62,1,0,1,7,5,877,3,-1,0,4,1
21226,29,10,3,3,0,307,1,0,1,3,2,216,1,-1,0,4,0
21227,44,10,1,3,0,2179,0,0,1,28,8,180,10,-1,0,4,0
21228,45,1,1,1,0,998,1,0,2,30,7,38,2,-1,0,4,0
21229,57,11,2,4,0,209,0,0,3,19,6,453,1,-1,0,4,0
21230,34,5,2,2,0,6,1,0,3,8,5,125,3,-1,0,4,0
21231,44,2,2,2,0,300,1,0,3,13,5,297,3,-1,0,4,0
21232,30,1,3,3,0,2568,0,0,1,4,9,563,1,100,4,2,1
21233,46,2,2,2,0,1666,1,0,3,9,6,94,13,-1,0,4,0
21234,28,10,3,4,0,-123,0,1,1,23,7,690,1,-1,0,4,1
21235,40,5,2,4,0,143,0,0,1,13,8,832,6,-1,0,4,0
21236,54,4,2,2,0,182,0,0,1,25,8,284,4,-1,0,4,0
21237,38,10,1,4,0,915,1,0,1,5,2,22,7,266,4,2,0
21238,46,5,2,4,0,974,1,0,3,20,6,652,3,-1,0,4,0
21239,33,2,3,3,0,328,1,0,3,9,5,142,2,-1,0,4,0
21240,46,2,2,3,0,137,0,0,3,20,6,252,3,-1,0,4,0
21241,40,8,2,3,0,-80,1,0,3,2,6,147,1,-1,0,4,0
21242,55,2,3,2,0,1187,1,0,1,17,4,113,1,319,2,1,0
21243,52,5,2,3,0,264,0,0,1,20,8,68,8,-1,0,4,0
21244,30,2,2,2,0,124,1,0,3,28,8,5,1,775,2,2,0
21245,28,2,2,3,0,519,1,1,1,14,5,311,1,-1,0,4,0
21246,37,10,1,3,1,0,0,1,1,19,11,134,1,-1,0,4,0
21247,54,2,1,1,0,1545,1,0,3,3,6,148,2,-1,0,4,0
21248,34,8,2,3,0,0,1,0,3,20,5,79,1,-1,0,4,0
21249,32,2,2,2,0,1156,1,0,3,26,5,185,5,-1,0,4,0
21250,62,6,2,3,0,3,0,0,1,4,8,151,1,-1,0,4,0
21251,31,2,3,3,0,334,1,1,3,2,6,425,2,-1,0,4,0
21252,31,3,3,3,0,159,1,0,3,23,5,533,1,-1,0,4,0
21253,51,10,2,3,0,371,1,1,1,21,10,287,1,-1,0,4,1
21254,35,9,3,3,0,-86,1,0,1,21,7,369,1,-1,0,4,0
21255,32,5,2,4,0,905,0,0,1,12,2,666,4,-1,0,4,1
21256,35,2,2,2,0,2732,1,0,3,18,11,254,1,-1,0,4,0
21257,24,5,3,4,0,1085,0,1,1,7,5,95,6,-1,0,4,0
21258,34,10,2,3,0,-25,0,0,1,15,5,207,1,-1,0,4,0
21259,56,5,2,4,0,2333,0,0,1,4,5,244,1,-1,0,4,1
21260,36,5,3,3,0,1511,1,0,1,16,11,270,1,-1,0,4,1
21261,37,10,2,3,0,448,0,0,1,14,8,86,3,-1,0,4,0
21262,35,5,2,4,0,949,1,0,3,27,5,245,2,-1,0,4,0
21263,26,10,3,4,0,686,1,0,3,30,5,98,2,-1,0,4,0
21264,31,11,2,3,0,6,0,0,1,4,6,121,4,-1,0,4,1
21265,56,6,2,3,0,277,0,0,1,4,8,143,1,-1,0,4,0
21266,38,2,2,3,0,164,1,0,3,7,5,309,2,-1,0,4,0
21267,49,5,2,4,0,519,1,0,1,8,4,98,1,-1,0,4,0
21268,30,2,1,3,0,0,0,1,1,8,7,320,1,-1,0,4,0
21269,71,6,2,3,0,2064,0,0,1,9,11,379,2,92,3,1,0
21270,52,8,2,1,0,482,1,1,1,28,7,83,7,-1,0,4,0
21271,57,6,2,4,0,3571,0,0,3,13,5,708,2,-1,0,4,0
21272,33,2,2,3,0,0,1,1,1,6,5,155,5,-1,0,4,0
21273,32,2,2,3,0,3514,1,0,3,20,5,226,2,-1,0,4,0
21274,26,9,3,3,0,611,0,0,1,5,6,455,3,-1,0,4,0
21275,66,6,2,3,0,2326,0,1,1,18,2,232,1,181,1,3,1
21276,40,5,2,4,0,2471,1,1,1,23,7,206,1,-1,0,4,0
21277,43,10,2,3,0,1865,1,0,1,17,11,155,1,186,1,1,0
21278,48,1,3,3,0,1544,1,0,2,30,6,263,1,450,2,1,1
21279,42,2,2,3,0,443,1,0,3,2,6,671,5,-1,0,4,1
21280,29,5,3,4,0,0,1,0,3,6,5,211,1,-1,0,4,0
21281,36,8,2,3,0,-74,1,0,1,15,5,113,6,-1,0,4,0
21282,45,2,2,3,0,392,1,0,1,21,11,391,2,127,2,1,0
21283,34,5,2,4,0,6808,1,0,1,21,11,8,3,-1,0,4,0
21284,37,5,2,3,0,1180,1,1,1,1,4,786,1,135,1,2,0
21285,34,1,3,4,0,18,1,1,1,27,10,114,1,180,1,3,0
21286,53,1,2,3,0,465,0,1,3,12,5,95,3,-1,0,4,0
21287,40,10,2,3,0,1716,1,0,1,12,8,226,8,-1,0,4,0
21288,29,8,3,3,0,-142,1,0,3,16,5,140,1,-1,0,4,0
21289,47,5,2,2,0,1222,1,0,3,8,5,28,3,-1,0,4,0
21290,29,11,2,4,0,53,0,0,1,4,2,128,1,-1,0,4,0
21291,40,2,2,2,0,87,1,0,3,8,5,210,1,-1,0,4,0
21292,36,3,2,3,0,546,0,0,1,9,2,297,3,-1,0,4,0
21293,38,5,3,4,0,667,1,0,1,17,4,479,2,-1,0,4,0
21294,45,5,2,4,0,1300,0,0,1,30,7,135,3,-1,0,4,0
21295,29,10,3,3,0,382,0,0,1,27,8,64,3,202,3,2,0
21296,25,8,2,3,0,-454,1,0,3,12,5,24,1,-1,0,4,0
21297,59,2,1,3,0,-361,0,1,1,28,7,247,3,-1,0,4,0
21298,30,2,3,3,0,99,1,0,3,2,6,572,4,-1,0,4,0
21299,49,1,1,3,0,63,0,0,1,29,7,435,2,-1,0,4,0
21300,46,5,2,4,0,5108,0,0,1,11,8,165,4,-1,0,4,0
21301,25,11,3,3,0,771,0,0,1,5,3,86,1,-1,0,4,0
21302,34,10,2,3,0,966,1,0,1,18,5,16,4,273,7,2,0
21303,35,10,3,3,0,-816,0,0,1,25,8,54,19,-1,0,4,0
21304,27,3,3,3,0,2,1,0,1,17,7,25,1,-1,0,4,0
21305,35,5,3,4,0,-289,1,0,3,21,5,490,1,-1,0,4,0
21306,55,2,2,3,0,1328,1,0,3,15,5,100,1,-1,0,4,0
21307,50,10,1,3,0,636,1,0,1,6,5,127,2,254,23,2,0
21308,51,2,2,2,1,-17,0,0,1,27,8,134,6,-1,0,4,0
21309,32,10,2,4,0,514,1,0,3,20,5,414,2,-1,0,4,0
21310,33,2,2,3,0,0,1,0,3,29,7,331,1,-1,0,4,0
21311,29,1,2,4,0,238,0,0,1,25,5,344,2,88,1,1,1
21312,37,3,2,3,0,-170,1,0,3,28,5,39,1,-1,0,4,0
21313,23,2,3,2,0,8627,1,0,3,3,6,281,1,-1,0,4,0
21314,42,5,2,4,0,0,1,0,1,9,7,98,1,-1,0,4,0
21315,45,2,2,2,0,503,1,0,1,11,5,313,1,369,2,1,0
21316,33,5,3,4,0,8514,0,0,1,20,8,131,1,-1,0,4,0
21317,24,2,3,2,0,145,1,0,1,15,5,520,1,345,1,1,0
21318,33,10,3,3,0,181,1,0,1,13,5,25,7,-1,0,4,0
21319,40,2,2,3,0,299,1,0,1,15,7,180,4,-1,0,4,0
21320,49,5,2,3,0,249,0,0,2,6,11,234,1,-1,0,4,1
21321,46,5,3,4,0,653,0,1,1,21,11,104,1,-1,0,4,0
21322,40,2,2,2,0,117,1,0,3,9,5,215,2,-1,0,4,0
21323,33,1,2,3,0,730,1,0,3,20,5,70,1,-1,0,4,0
21324,26,8,3,3,0,187,1,0,3,9,5,341,1,-1,0,4,0
21325,64,6,2,3,0,4787,0,0,1,28,4,392,1,182,1,3,1
21326,37,11,3,3,0,42,0,0,1,22,8,99,2,-1,0,4,0
21327,46,5,1,3,0,16,1,1,3,5,5,188,2,-1,0,4,0
21328,28,8,2,3,0,15,1,0,1,7,5,182,2,356,1,1,0
21329,44,2,2,2,0,0,0,0,3,18,6,192,5,-1,0,4,0
21330,47,10,2,3,0,2781,1,0,3,15,5,855,4,-1,0,4,0
21331,27,5,2,4,0,1531,1,0,1,15,5,187,1,367,4,1,0
21332,42,8,3,3,0,877,0,0,1,17,11,90,2,-1,0,4,0
21333,37,10,2,3,0,2209,0,0,3,20,6,167,2,-1,0,4,0
21334,36,8,2,3,0,472,1,0,3,19,6,1017,1,-1,0,4,0
21335,39,2,2,3,1,-931,1,0,3,28,5,92,5,-1,0,4,0
21336,77,6,2,2,0,29340,0,0,1,15,3,257,1,91,2,2,1
21337,39,10,2,3,0,3825,0,1,1,25,8,94,6,-1,0,4,0
21338,27,1,3,3,0,392,1,1,3,21,5,292,2,-1,0,4,0
21339,57,6,1,4,0,734,0,0,1,6,8,1357,4,-1,0,4,1
21340,52,10,2,3,0,291,0,0,3,8,5,143,1,-1,0,4,0
21341,28,2,3,2,0,643,1,0,3,15,5,297,1,-1,0,4,0
21342,38,5,1,4,0,162,0,0,1,25,8,323,4,-1,0,4,0
21343,58,2,2,3,0,279,0,0,1,8,7,327,5,-1,0,4,0
21344,28,10,3,4,0,959,1,0,1,29,1,330,2,-1,0,4,0
21345,39,10,2,3,0,-709,1,0,1,25,7,311,6,-1,0,4,0
21346,50,5,2,2,0,313,0,0,2,14,10,958,1,-1,0,4,1
21347,87,6,2,2,0,230,0,0,1,30,10,144,1,-1,0,4,1
21348,33,10,2,3,0,133,0,0,1,4,5,218,1,-1,0,4,1
21349,41,2,1,3,0,-104,1,0,3,16,5,32,3,-1,0,4,0
21350,41,11,2,3,0,2081,1,0,1,3,2,53,3,-1,0,4,0
21351,74,6,1,3,0,4079,0,0,1,19,10,343,3,-1,0,4,1
21352,55,6,2,3,0,1126,1,0,2,28,7,388,2,-1,0,4,0
21353,30,10,2,3,0,1011,1,0,3,16,5,109,1,-1,0,4,0
21354,47,11,2,2,0,4274,0,0,2,28,1,852,2,-1,0,4,0
21355,32,2,2,3,0,99,1,0,1,15,5,166,2,-1,0,4,0
21356,42,10,3,3,0,1364,1,0,3,15,5,1867,6,-1,0,4,1
21357,30,1,3,3,0,19,0,0,1,29,1,372,1,-1,0,4,0
21358,33,8,3,3,0,0,0,0,1,8,7,116,2,-1,0,4,0
21359,29,2,3,3,0,-138,1,1,3,8,5,271,5,-1,0,4,0
21360,52,2,1,2,0,-191,1,0,3,15,5,755,1,-1,0,4,1
21361,33,2,2,3,0,23,1,0,1,5,5,173,1,-1,0,4,0
21362,44,5,3,4,0,1277,1,0,1,17,4,77,1,268,4,2,0
21363,28,1,2,3,0,254,0,1,1,17,4,333,3,-1,0,4,0
21364,47,2,2,3,0,5041,0,0,1,20,11,184,1,-1,0,4,0
21365,48,10,2,2,0,788,0,0,2,9,7,36,2,-1,0,4,0
21366,34,1,2,3,0,645,1,0,3,19,5,420,1,-1,0,4,0
21367,50,8,2,3,0,517,1,0,3,26,5,420,2,-1,0,4,0
21368,31,2,2,2,0,845,0,0,1,3,2,148,2,-1,0,4,0
21369,45,2,2,3,0,784,1,1,3,3,6,34,1,-1,0,4,0
21370,37,10,3,3,0,123,0,1,1,5,2,136,1,-1,0,4,0
21371,23,2,3,2,0,382,0,0,1,15,6,74,1,108,1,2,0
21372,52,10,1,3,0,5102,0,0,1,8,8,117,2,-1,0,4,0
21373,30,5,3,4,0,275,1,0,1,20,4,52,2,-1,0,4,0
21374,44,5,3,4,1,12,1,0,1,19,11,126,2,-1,0,4,0
21375,34,10,2,4,0,127,0,0,1,3,6,117,1,-1,0,4,1
21376,35,5,2,4,0,2316,0,0,3,20,6,8,3,-1,0,4,0
21377,42,3,2,3,0,-480,1,1,3,2,6,351,6,-1,0,4,0
21378,31,2,2,2,0,1601,0,0,1,21,11,521,3,-1,0,4,0
21379,34,10,2,4,0,149,0,0,1,22,8,739,2,-1,0,4,1
21380,33,5,3,4,0,2059,0,0,1,29,8,106,2,-1,0,4,0
21381,41,10,1,3,0,195,0,0,1,28,8,260,1,-1,0,4,0
21382,32,8,2,3,0,0,1,0,1,28,7,36,5,-1,0,4,0
21383,47,1,2,3,0,411,1,0,1,13,5,157,1,-1,0,4,0
21384,51,8,2,3,0,753,1,0,1,7,5,541,2,-1,0,4,0
21385,36,10,3,3,0,0,0,0,1,21,8,42,1,-1,0,4,0
21386,45,5,2,4,0,1847,0,0,3,16,6,77,5,-1,0,4,0
21387,33,1,2,3,0,139,1,1,1,13,5,84,1,-1,0,4,0
21388,32,5,3,4,0,0,0,0,1,5,2,550,4,-1,0,4,1
21389,30,3,2,4,0,3037,1,0,1,15,5,10,5,175,7,2,0
21390,49,10,2,3,0,-849,1,1,3,27,5,197,1,-1,0,4,0
21391,38,10,2,4,0,536,0,0,1,20,8,360,4,-1,0,4,0
21392,46,12,2,1,0,677,0,0,3,13,11,722,1,-1,0,4,0
21393,39,2,2,3,0,1044,1,0,1,2,2,158,1,-1,0,4,0
21394,29,2,2,2,0,35,1,0,1,13,5,149,1,-1,0,4,0
21395,36,2,3,3,0,478,1,0,1,13,5,610,1,-1,0,4,1
21396,55,10,1,4,0,0,0,0,1,18,8,237,1,-1,0,4,1
21397,33,5,3,4,0,12,0,0,1,20,8,471,5,-1,0,4,0
21398,42,1,2,3,0,445,1,0,3,5,5,67,1,-1,0,4,0
21399,47,10,2,3,0,80,0,1,3,25,6,100,1,-1,0,4,0
21400,30,2,1,2,0,2597,1,0,1,11,5,49,1,349,3,1,0
21401,35,3,3,4,0,-880,0,1,1,24,7,77,3,-1,0,4,0
21402,46,7,2,1,0,-257,0,0,1,21,11,104,1,189,2,1,0
21403,58,2,2,1,0,64,0,1,1,21,7,78,2,-1,0,4,0
21404,27,4,2,3,0,4848,1,1,2,23,7,82,3,-1,0,4,0
21405,41,7,3,4,0,428,1,0,1,11,5,106,1,-1,0,4,0
21406,54,2,2,3,0,-10,1,0,1,21,11,490,2,-1,0,4,0
21407,53,1,2,3,0,109,0,0,2,30,9,431,1,120,1,3,0
21408,55,10,2,3,0,0,0,0,1,29,7,316,2,-1,0,4,0
21409,54,8,2,3,0,-22,0,1,1,9,7,85,1,-1,0,4,0
21410,31,5,2,4,0,1839,1,0,1,29,7,109,8,-1,0,4,0
21411,30,2,2,2,0,0,1,0,1,15,5,432,1,-1,0,4,0
21412,58,5,1,4,0,1257,0,0,1,5,8,1536,1,-1,0,4,1
21413,51,2,1,3,0,44,0,0,3,21,5,137,2,-1,0,4,0
21414,52,10,2,3,0,272,0,1,1,17,7,53,1,-1,0,4,0
21415,46,1,1,3,0,-454,1,0,3,26,5,120,1,-1,0,4,0
21416,31,10,3,4,0,1887,0,1,1,20,11,225,2,183,1,1,0
21417,45,5,2,4,0,77,1,0,1,17,11,59,1,-1,0,4,0
21418,32,1,2,3,0,0,1,0,1,30,4,177,2,-1,0,4,1
21419,51,8,2,3,0,0,0,0,1,18,7,439,3,-1,0,4,0
21420,32,2,2,3,0,210,1,0,1,13,5,308,3,364,1,2,0
21421,49,8,2,3,0,180,1,1,3,2,6,392,3,-1,0,4,0
21422,34,3,2,3,0,3994,0,1,1,28,7,188,3,-1,0,4,0
21423,44,3,2,4,0,5156,1,0,1,4,2,54,1,-1,0,4,0
21424,42,2,2,3,0,88,1,0,1,12,5,53,2,-1,0,4,0
21425,24,2,3,3,0,8594,1,0,3,28,5,181,1,-1,0,4,0
21426,48,8,2,3,0,202,1,0,1,5,8,162,1,-1,0,4,0
21427,44,8,1,3,0,20541,0,1,3,18,6,501,2,-1,0,4,0
21428,31,2,2,2,0,1738,0,0,2,5,2,895,3,-1,0,4,0
21429,44,5,2,2,0,5418,1,1,1,28,7,58,5,-1,0,4,0
21430,45,2,2,2,0,300,1,0,1,29,1,203,1,261,3,1,0
21431,20,9,2,1,0,292,0,0,1,4,5,45,1,-1,0,4,0
21432,62,6,2,4,0,2557,1,0,1,10,11,404,1,57,8,3,1
21433,41,11,2,2,0,557,1,0,1,17,11,158,1,173,1,1,0
21434,32,3,3,4,0,1,1,1,3,16,5,411,2,-1,0,4,0
21435,47,2,2,3,0,182,1,0,2,10,7,39,1,-1,0,4,1
21436,48,5,2,4,0,5057,0,1,1,19,11,37,1,-1,0,4,0
21437,52,5,2,4,0,6873,1,0,1,21,11,235,2,-1,0,4,0
21438,26,9,3,3,0,316,0,0,1,18,10,375,2,-1,0,4,0
21439,54,3,2,3,0,0,1,0,1,5,5,387,2,287,1,1,0
21440,31,10,3,1,0,460,1,0,1,7,5,189,2,-1,0,4,0
21441,47,2,2,2,0,233,0,0,1,8,8,293,3,-1,0,4,0
21442,51,1,2,3,0,-229,0,0,1,9,2,18,3,12,1,2,0
21443,60,5,2,3,0,0,0,0,2,18,8,280,3,-1,0,4,0
21444,56,12,1,1,0,2152,0,0,3,6,6,67,1,-1,0,4,0
21445,56,6,2,2,0,63,0,0,1,19,8,122,2,-1,0,4,0
21446,35,10,3,4,0,172,1,1,1,18,11,52,1,-1,0,4,0
21447,37,8,2,3,0,3,1,0,1,29,7,88,6,-1,0,4,0
21448,32,1,2,3,0,2468,1,1,1,28,7,131,4,-1,0,4,0
21449,34,2,3,3,0,1239,1,0,1,18,7,90,1,-1,0,4,0
21450,44,5,2,4,0,2365,0,1,1,26,5,159,3,-1,0,4,0
21451,52,2,2,3,0,8979,1,0,2,20,11,72,3,-1,0,4,0
21452,47,11,2,3,0,49,1,0,1,17,7,66,7,-1,0,4,0
21453,29,2,3,2,0,365,1,1,3,7,5,245,2,-1,0,4,0
21454,36,5,3,4,0,2706,0,0,1,31,7,75,3,-1,0,4,0
21455,43,10,2,4,0,1201,1,1,1,13,8,84,3,-1,0,4,0
21456,41,11,2,3,0,1077,1,1,2,9,12,207,3,387,2,1,1
21457,49,10,2,3,0,308,0,0,1,26,10,260,2,91,5,1,0
21458,27,2,3,3,0,535,1,0,3,2,6,360,2,-1,0,4,0
21459,45,2,2,2,0,345,1,0,2,14,5,289,3,-1,0,4,0
21460,36,2,1,2,0,3202,1,0,3,21,5,290,2,-1,0,4,0
21461,56,2,2,3,0,605,0,1,1,27,8,157,6,-1,0,4,0
21462,35,10,3,4,0,1362,1,0,3,21,5,230,1,-1,0,4,0
21463,56,5,2,4,0,247,0,0,1,30,7,44,2,-1,0,4,0
21464,31,2,2,2,0,0,1,1,3,12,5,59,4,-1,0,4,0
21465,31,8,3,4,0,620,0,0,1,11,8,153,1,103,2,1,0
21466,38,10,3,3,0,613,1,1,1,6,5,285,2,254,14,2,0
21467,44,1,3,3,0,985,1,1,1,11,5,9,7,325,19,1,0
21468,59,2,1,2,0,867,1,0,1,24,7,120,1,-1,0,4,0
21469,47,1,2,1,0,0,1,0,1,21,11,85,1,198,1,1,0
21470,31,1,1,3,0,308,1,0,3,7,5,194,1,-1,0,4,0
21471,57,10,1,3,0,77,1,1,1,29,1,168,3,246,2,1,0
21472,43,1,2,3,0,506,0,0,3,20,6,398,1,-1,0,4,0
21473,37,2,2,2,0,1322,1,0,1,21,11,14,8,185,1,2,0
21474,31,2,2,3,0,92,1,0,3,16,5,688,1,-1,0,4,1
21475,60,8,3,2,0,313,1,0,3,15,5,920,2,-1,0,4,1
21476,35,10,2,3,0,1707,1,0,3,2,6,426,3,-1,0,4,0
21477,36,10,2,3,0,432,1,0,1,29,8,65,2,-1,0,4,0
21478,47,11,2,3,0,123,0,0,1,4,8,653,2,-1,0,4,0
21479,36,3,2,3,0,302,1,0,1,17,4,112,1,-1,0,4,0
21480,28,2,2,3,0,337,1,0,1,12,5,450,2,-1,0,4,0
21481,46,1,2,3,0,2869,1,0,1,20,11,151,2,-1,0,4,0
21482,38,2,3,2,0,-100,1,0,3,21,5,189,2,-1,0,4,0
21483,33,5,3,4,0,0,0,0,1,19,8,53,4,-1,0,4,0
21484,34,2,2,3,0,-436,1,0,3,26,5,317,1,-1,0,4,0
21485,33,7,2,4,0,416,1,1,3,23,5,290,1,-1,0,4,0
21486,60,6,2,1,0,963,0,0,1,22,8,148,10,-1,0,4,0
21487,29,10,3,4,0,47,1,0,3,16,5,111,11,-1,0,4,0
21488,42,8,2,3,0,1048,1,0,1,17,11,71,1,186,1,1,0
21489,36,2,3,4,0,1346,0,0,1,7,7,74,7,-1,0,4,0
21490,59,4,2,2,0,116,0,0,1,8,8,129,4,-1,0,4,0
21491,51,10,2,3,0,536,1,1,1,4,2,53,1,-1,0,4,0
21492,51,8,2,1,0,6,1,0,1,7,5,282,1,-1,0,4,0
21493,52,10,2,4,0,0,0,1,1,5,8,409,1,-1,0,4,0
21494,51,2,2,3,0,2237,1,0,3,29,5,619,1,-1,0,4,0
21495,39,3,2,4,0,6495,0,0,3,19,6,280,3,-1,0,4,0
21496,57,6,1,3,0,8266,1,0,3,7,5,71,1,-1,0,4,0
21497,29,8,3,3,0,703,1,0,3,7,5,129,5,-1,0,4,0
21498,32,10,3,3,0,55,1,0,1,18,5,185,1,-1,0,4,0
21499,53,10,3,4,0,118,0,0,1,14,7,431,3,-1,0,4,0
21500,51,1,1,3,0,74,1,0,1,8,5,74,2,287,2,1,0
21501,34,5,1,4,0,1173,0,1,1,18,7,93,1,-1,0,4,0
21502,32,1,2,3,0,1539,1,1,1,23,7,218,2,-1,0,4,0
21503,52,5,1,4,0,0,0,0,1,21,11,328,1,-1,0,4,0
21504,30,10,2,3,0,13,1,1,1,24,7,205,1,-1,0,4,0
21505,30,5,3,4,0,2,1,0,1,28,7,377,4,-1,0,4,0
21506,56,11,1,2,0,1770,0,0,1,5,2,916,3,-1,0,4,0
21507,43,1,1,3,0,738,1,0,1,21,11,585,4,191,4,1,0
21508,44,8,2,3,0,850,0,1,1,16,7,220,5,-1,0,4,0
21509,41,2,2,2,0,241,1,0,1,21,11,48,1,-1,0,4,0
21510,45,11,2,2,0,0,1,0,1,2,2,570,2,-1,0,4,0
21511,32,1,2,3,0,752,1,0,1,6,5,519,2,166,5,1,1
21512,26,11,3,3,0,1,0,0,2,31,7,14,20,-1,0,4,0
21513,46,7,2,4,0,2421,0,0,1,19,11,1084,1,100,4,1,1
21514,69,6,2,3,0,0,0,0,1,25,8,412,2,-1,0,4,1
21515,52,2,2,2,0,967,0,0,1,29,1,153,2,-1,0,4,0
21516,43,2,2,2,0,1211,1,0,3,6,5,208,3,-1,0,4,0
21517,33,10,2,3,0,2666,0,0,1,19,8,117,3,-1,0,4,0
21518,32,5,2,4,0,62,1,0,1,14,5,166,1,-1,0,4,0
21519,51,5,2,4,0,751,0,0,3,8,5,261,5,-1,0,4,0
21520,36,10,2,4,0,82,1,0,1,29,7,45,4,-1,0,4,0
21521,61,5,2,4,0,175,0,0,2,5,8,270,2,-1,0,4,1
21522,53,5,2,4,0,241,1,0,1,19,11,137,1,-1,0,4,0
21523,51,6,2,3,0,3003,1,0,1,7,7,149,3,-1,0,4,0
21524,62,6,2,2,0,1515,1,0,1,15,4,98,4,178,3,1,0
21525,70,6,2,3,0,2384,0,0,1,30,10,196,2,-1,0,4,1
21526,29,7,3,4,0,3290,0,0,1,23,3,136,1,291,2,3,1
21527,36,7,1,4,0,149,0,0,1,18,11,257,2,-1,0,4,0
21528,37,11,1,2,0,849,1,0,3,7,5,166,1,-1,0,4,0
21529,33,2,2,2,0,141,1,0,3,21,5,578,2,-1,0,4,0
21530,30,10,2,4,0,1126,1,0,3,21,5,370,1,-1,0,4,0
21531,37,2,2,2,0,53,1,0,3,19,5,467,4,-1,0,4,0
21532,30,2,2,2,0,25,1,0,1,13,5,51,1,-1,0,4,0
21533,35,11,2,4,0,226,0,0,3,27,5,322,5,-1,0,4,0
21534,36,2,2,3,0,1969,1,1,1,13,5,87,1,-1,0,4,0
21535,33,5,2,4,0,431,1,0,2,27,10,51,1,-1,0,4,0
21536,27,9,3,3,0,671,1,0,3,7,5,332,2,-1,0,4,0
21537,29,8,2,3,0,1002,1,0,1,14,5,50,2,-1,0,4,0
21538,34,5,1,4,0,0,0,0,1,5,2,108,4,175,3,1,0
21539,36,5,3,3,0,159,0,0,1,5,2,443,1,-1,0,4,0
21540,23,1,2,3,0,299,1,0,3,19,6,104,1,-1,0,4,0
21541,31,2,2,2,0,651,1,0,3,13,5,241,2,-1,0,4,0
21542,28,2,2,3,0,224,1,0,3,19,5,571,5,-1,0,4,0
21543,38,10,2,3,0,32,1,0,3,9,5,705,1,-1,0,4,0
21544,43,2,2,3,0,664,1,0,3,12,6,354,1,-1,0,4,0
21545,43,8,3,3,0,21,0,0,1,3,2,203,3,-1,0,4,0
21546,39,8,1,3,1,-96,1,1,2,12,5,38,6,-1,0,4,0
21547,36,5,3,4,0,1,1,0,1,13,5,131,1,-1,0,4,0
21548,44,1,2,3,0,5181,1,1,1,31,7,18,7,-1,0,4,0
21549,46,2,2,3,0,5,0,0,1,18,8,71,3,-1,0,4,0
21550,43,1,3,3,0,979,1,0,1,8,5,154,1,-1,0,4,0
21551,48,5,1,4,0,5978,0,0,1,28,1,58,1,-1,0,4,0
21552,57,6,2,2,0,592,0,1,1,28,7,87,5,-1,0,4,0
21553,46,1,2,3,0,196,1,0,2,14,5,29,2,-1,0,4,0
21554,42,7,2,3,0,105,0,0,1,27,8,85,4,-1,0,4,0
21555,35,1,2,3,0,214,1,1,3,5,6,247,1,-1,0,4,0
21556,57,5,2,2,0,1566,0,0,3,28,5,105,4,-1,0,4,0
21557,40,2,2,2,0,572,1,1,1,17,4,171,1,318,1,1,0
21558,28,1,3,3,0,1076,1,0,3,2,6,537,5,-1,0,4,0
21559,30,10,3,3,0,513,1,0,1,20,4,241,1,-1,0,4,0
21560,41,2,2,2,0,2770,1,1,3,5,6,191,2,-1,0,4,0
21561,63,6,2,4,0,133,1,0,1,13,2,104,2,-1,0,4,0
21562,31,2,3,3,0,-173,1,0,3,4,6,121,2,-1,0,4,0
21563,53,11,1,3,0,468,0,0,1,22,8,153,6,-1,0,4,0
21564,40,2,1,3,0,5666,0,1,1,12,6,69,4,-1,0,4,0
21565,47,12,2,1,0,0,0,0,3,6,6,466,2,-1,0,4,0
21566,37,11,3,4,0,1316,1,0,1,10,3,350,2,112,3,1,1
21567,31,7,2,4,0,0,1,0,1,30,7,1037,24,-1,0,4,0
21568,27,2,2,2,0,202,0,1,1,22,7,41,1,-1,0,4,0
21569,27,2,2,3,0,613,1,0,3,19,5,65,3,-1,0,4,0
21570,35,3,3,4,0,1295,1,0,1,17,4,952,2,73,1,1,0
21571,62,11,2,2,0,532,0,0,1,31,8,298,2,300,1,2,0
21572,53,4,2,4,0,2353,1,0,1,23,7,471,2,-1,0,4,0
21573,41,5,2,4,0,3769,1,0,1,26,5,94,1,-1,0,4,0
21574,49,10,2,4,0,279,1,0,3,19,5,168,4,-1,0,4,0
21575,42,10,2,2,0,275,0,0,1,17,11,295,2,109,9,1,0
21576,32,10,1,3,0,18,0,0,2,19,11,20,1,177,1,1,0
21577,48,3,2,3,0,86,1,0,3,13,5,98,1,-1,0,4,0
21578,28,10,2,3,0,880,1,0,3,26,5,188,1,-1,0,4,0
21579,35,8,1,3,0,-225,0,0,1,23,7,183,1,-1,0,4,0
21580,55,2,2,3,0,0,0,0,3,12,6,614,2,-1,0,4,1
21581,41,3,2,4,0,2249,1,0,2,16,7,231,5,-1,0,4,0
21582,27,2,3,3,0,228,1,1,3,15,5,186,5,-1,0,4,0
21583,58,5,2,4,0,246,1,0,1,7,5,245,2,288,2,1,0
